model,task,accuracy,stderr,source_branch,n_questions,eval_setting
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_french_prehistory,0.8000000000,0.1788854382,erasure,5,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_french_professional_accounting,0.5000000000,0.3535533906,erasure,2,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_french_professional_law,0.6250000000,0.1711632992,erasure,8,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_french_professional_medicine,0.6000000000,0.2190890230,erasure,5,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_french_professional_psychology,0.3333333333,0.2721655270,erasure,3,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_french_public_relations,1.0000000000,0.0000000000,erasure,1,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_french_security_studies,1.0000000000,0.0000000000,erasure,1,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_french_sociology,1.0000000000,0.0000000000,erasure,1,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_french_us_foreign_policy,1.0000000000,0.0000000000,erasure,1,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_french_virology,1.0000000000,0.0000000000,erasure,1,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_french_world_religions,1.0000000000,0.0000000000,erasure,1,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_german_abstract_algebra,0.0000000000,0.0000000000,erasure,1,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_german_anatomy,1.0000000000,0.0000000000,erasure,3,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_german_business_ethics,0.5000000000,0.3535533906,erasure,2,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_german_clinical_knowledge,0.0000000000,0.0000000000,erasure,1,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_german_college_biology,1.0000000000,0.0000000000,erasure,2,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_german_college_computer_science,0.5000000000,0.3535533906,erasure,2,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_german_college_mathematics,1.0000000000,0.0000000000,erasure,1,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_german_college_medicine,1.0000000000,0.0000000000,erasure,1,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_german_computer_security,1.0000000000,0.0000000000,erasure,1,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_german_conceptual_physics,0.5000000000,0.3535533906,erasure,2,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_german_electrical_engineering,0.0000000000,0.0000000000,erasure,1,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_german_elementary_mathematics,0.3333333333,0.2721655270,erasure,3,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_german_formal_logic,0.0000000000,0.0000000000,erasure,2,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_german_high_school_biology,1.0000000000,0.0000000000,erasure,1,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_german_high_school_chemistry,1.0000000000,0.0000000000,erasure,3,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_german_high_school_european_history,1.0000000000,0.0000000000,erasure,1,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_german_high_school_geography,1.0000000000,0.0000000000,erasure,2,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_german_high_school_government_and_politics,0.5000000000,0.3535533906,erasure,2,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_german_high_school_macroeconomics,1.0000000000,0.0000000000,erasure,1,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_german_high_school_mathematics,1.0000000000,0.0000000000,erasure,1,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_german_high_school_physics,0.0000000000,0.0000000000,erasure,4,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_german_high_school_psychology,1.0000000000,0.0000000000,erasure,2,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_german_high_school_statistics,0.5000000000,0.3535533906,erasure,2,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_german_high_school_world_history,1.0000000000,0.0000000000,erasure,2,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_german_human_aging,0.0000000000,0.0000000000,erasure,1,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_german_human_sexuality,1.0000000000,0.0000000000,erasure,2,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_german_international_law,0.0000000000,0.0000000000,erasure,3,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_german_jurisprudence,0.5000000000,0.3535533906,erasure,2,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_german_marketing,1.0000000000,0.0000000000,erasure,1,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_german_medical_genetics,1.0000000000,0.0000000000,erasure,1,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_german_miscellaneous,0.6666666667,0.2721655270,erasure,3,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_german_moral_disputes,1.0000000000,0.0000000000,erasure,1,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_german_moral_scenarios,0.2857142857,0.1707469442,erasure,7,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_german_nutrition,0.7500000000,0.2165063509,erasure,4,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_german_philosophy,0.3333333333,0.2721655270,erasure,3,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_german_prehistory,0.8000000000,0.1788854382,erasure,5,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_german_professional_accounting,0.5000000000,0.3535533906,erasure,2,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_german_professional_law,0.5000000000,0.1767766953,erasure,8,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_german_professional_medicine,0.6000000000,0.2190890230,erasure,5,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_german_professional_psychology,0.3333333333,0.2721655270,erasure,3,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_german_public_relations,1.0000000000,0.0000000000,erasure,1,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_german_security_studies,1.0000000000,0.0000000000,erasure,1,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_german_sociology,1.0000000000,0.0000000000,erasure,1,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_german_us_foreign_policy,1.0000000000,0.0000000000,erasure,1,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_german_virology,1.0000000000,0.0000000000,erasure,1,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_german_world_religions,1.0000000000,0.0000000000,erasure,1,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_hindi_abstract_algebra,1.0000000000,0.0000000000,erasure,1,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_hindi_anatomy,0.6666666667,0.2721655270,erasure,3,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_hindi_business_ethics,0.5000000000,0.3535533906,erasure,2,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_hindi_clinical_knowledge,0.0000000000,0.0000000000,erasure,1,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_hindi_college_biology,0.0000000000,0.0000000000,erasure,2,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_hindi_college_computer_science,0.5000000000,0.3535533906,erasure,2,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_hindi_college_mathematics,0.0000000000,0.0000000000,erasure,1,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_hindi_college_medicine,0.0000000000,0.0000000000,erasure,1,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_hindi_computer_security,1.0000000000,0.0000000000,erasure,1,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_hindi_conceptual_physics,0.5000000000,0.3535533906,erasure,2,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_hindi_electrical_engineering,1.0000000000,0.0000000000,erasure,1,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_hindi_elementary_mathematics,0.0000000000,0.0000000000,erasure,3,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_hindi_formal_logic,0.0000000000,0.0000000000,erasure,2,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_hindi_high_school_biology,0.0000000000,0.0000000000,erasure,1,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_hindi_high_school_chemistry,1.0000000000,0.0000000000,erasure,3,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_hindi_high_school_european_history,0.0000000000,0.0000000000,erasure,1,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_hindi_high_school_geography,1.0000000000,0.0000000000,erasure,2,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_hindi_high_school_government_and_politics,0.5000000000,0.3535533906,erasure,2,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_hindi_high_school_macroeconomics,0.0000000000,0.0000000000,erasure,1,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_hindi_high_school_mathematics,0.0000000000,0.0000000000,erasure,1,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_hindi_high_school_physics,0.2500000000,0.2165063509,erasure,4,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_hindi_high_school_psychology,0.5000000000,0.3535533906,erasure,2,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_hindi_high_school_statistics,0.5000000000,0.3535533906,erasure,2,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_hindi_high_school_world_history,0.5000000000,0.3535533906,erasure,2,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_hindi_human_aging,0.0000000000,0.0000000000,erasure,1,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_hindi_human_sexuality,0.5000000000,0.3535533906,erasure,2,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_hindi_international_law,0.0000000000,0.0000000000,erasure,3,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_hindi_jurisprudence,0.0000000000,0.0000000000,erasure,2,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_hindi_marketing,0.0000000000,0.0000000000,erasure,1,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_hindi_medical_genetics,1.0000000000,0.0000000000,erasure,1,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_hindi_miscellaneous,0.6666666667,0.2721655270,erasure,3,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_hindi_moral_disputes,0.0000000000,0.0000000000,erasure,1,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_hindi_moral_scenarios,0.2857142857,0.1707469442,erasure,7,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_hindi_nutrition,0.5000000000,0.2500000000,erasure,4,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_hindi_philosophy,0.3333333333,0.2721655270,erasure,3,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_hindi_prehistory,0.8000000000,0.1788854382,erasure,5,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_hindi_professional_accounting,0.0000000000,0.0000000000,erasure,2,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_hindi_professional_law,0.3750000000,0.1711632992,erasure,8,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_hindi_professional_medicine,0.6000000000,0.2190890230,erasure,5,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_hindi_professional_psychology,0.3333333333,0.2721655270,erasure,3,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_hindi_public_relations,0.0000000000,0.0000000000,erasure,1,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_hindi_security_studies,1.0000000000,0.0000000000,erasure,1,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_hindi_sociology,0.0000000000,0.0000000000,erasure,1,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_hindi_us_foreign_policy,1.0000000000,0.0000000000,erasure,1,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_hindi_virology,0.0000000000,0.0000000000,erasure,1,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_hindi_world_religions,1.0000000000,0.0000000000,erasure,1,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_korean_abstract_algebra,0.0000000000,0.0000000000,erasure,1,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_korean_anatomy,0.6666666667,0.2721655270,erasure,3,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_korean_business_ethics,0.5000000000,0.3535533906,erasure,2,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_korean_clinical_knowledge,0.0000000000,0.0000000000,erasure,1,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_korean_college_biology,0.5000000000,0.3535533906,erasure,2,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_korean_college_computer_science,0.5000000000,0.3535533906,erasure,2,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_korean_college_mathematics,1.0000000000,0.0000000000,erasure,1,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_korean_college_medicine,1.0000000000,0.0000000000,erasure,1,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_korean_computer_security,1.0000000000,0.0000000000,erasure,1,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_korean_conceptual_physics,0.5000000000,0.3535533906,erasure,2,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_korean_electrical_engineering,1.0000000000,0.0000000000,erasure,1,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_korean_elementary_mathematics,0.0000000000,0.0000000000,erasure,3,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_korean_formal_logic,0.0000000000,0.0000000000,erasure,2,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_korean_high_school_biology,1.0000000000,0.0000000000,erasure,1,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_korean_high_school_chemistry,0.6666666667,0.2721655270,erasure,3,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_korean_high_school_european_history,1.0000000000,0.0000000000,erasure,1,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_korean_high_school_geography,1.0000000000,0.0000000000,erasure,2,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_korean_high_school_government_and_politics,0.5000000000,0.3535533906,erasure,2,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_korean_high_school_macroeconomics,1.0000000000,0.0000000000,erasure,1,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_korean_high_school_mathematics,1.0000000000,0.0000000000,erasure,1,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_korean_high_school_physics,0.0000000000,0.0000000000,erasure,4,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_korean_high_school_psychology,1.0000000000,0.0000000000,erasure,2,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_korean_high_school_statistics,0.0000000000,0.0000000000,erasure,2,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_korean_high_school_world_history,0.5000000000,0.3535533906,erasure,2,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_korean_human_aging,0.0000000000,0.0000000000,erasure,1,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_korean_human_sexuality,0.5000000000,0.3535533906,erasure,2,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_korean_international_law,0.0000000000,0.0000000000,erasure,3,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_korean_jurisprudence,0.5000000000,0.3535533906,erasure,2,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_korean_marketing,0.0000000000,0.0000000000,erasure,1,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_korean_medical_genetics,1.0000000000,0.0000000000,erasure,1,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_korean_miscellaneous,0.3333333333,0.2721655270,erasure,3,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_korean_moral_disputes,1.0000000000,0.0000000000,erasure,1,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_korean_moral_scenarios,0.5714285714,0.1870439059,erasure,7,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_korean_nutrition,0.5000000000,0.2500000000,erasure,4,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_korean_philosophy,0.3333333333,0.2721655270,erasure,3,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_korean_prehistory,0.4000000000,0.2190890230,erasure,5,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_korean_professional_accounting,0.5000000000,0.3535533906,erasure,2,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_korean_professional_law,0.3750000000,0.1711632992,erasure,8,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_korean_professional_medicine,0.4000000000,0.2190890230,erasure,5,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_korean_professional_psychology,0.6666666667,0.2721655270,erasure,3,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_korean_public_relations,1.0000000000,0.0000000000,erasure,1,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_korean_security_studies,1.0000000000,0.0000000000,erasure,1,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_korean_sociology,1.0000000000,0.0000000000,erasure,1,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_korean_us_foreign_policy,1.0000000000,0.0000000000,erasure,1,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_korean_virology,0.0000000000,0.0000000000,erasure,1,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_korean_world_religions,1.0000000000,0.0000000000,erasure,1,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_telugu_abstract_algebra,0.0000000000,0.0000000000,erasure,1,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_telugu_anatomy,0.0000000000,0.0000000000,erasure,3,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_telugu_business_ethics,0.5000000000,0.3535533906,erasure,2,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_telugu_clinical_knowledge,0.0000000000,0.0000000000,erasure,1,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_telugu_college_biology,0.5000000000,0.3535533906,erasure,2,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_telugu_college_computer_science,0.5000000000,0.3535533906,erasure,2,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_telugu_college_mathematics,0.0000000000,0.0000000000,erasure,1,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_telugu_college_medicine,1.0000000000,0.0000000000,erasure,1,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_telugu_computer_security,1.0000000000,0.0000000000,erasure,1,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_telugu_conceptual_physics,0.0000000000,0.0000000000,erasure,2,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_telugu_electrical_engineering,1.0000000000,0.0000000000,erasure,1,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_telugu_elementary_mathematics,0.3333333333,0.2721655270,erasure,3,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_telugu_formal_logic,0.0000000000,0.0000000000,erasure,2,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_telugu_high_school_biology,0.0000000000,0.0000000000,erasure,1,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_telugu_high_school_chemistry,0.3333333333,0.2721655270,erasure,3,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_telugu_high_school_european_history,0.0000000000,0.0000000000,erasure,1,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_telugu_high_school_geography,1.0000000000,0.0000000000,erasure,2,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_telugu_high_school_government_and_politics,0.0000000000,0.0000000000,erasure,2,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_telugu_high_school_macroeconomics,0.0000000000,0.0000000000,erasure,1,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_telugu_high_school_mathematics,0.0000000000,0.0000000000,erasure,1,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_telugu_high_school_physics,0.2500000000,0.2165063509,erasure,4,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_telugu_high_school_psychology,1.0000000000,0.0000000000,erasure,2,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_telugu_high_school_statistics,0.5000000000,0.3535533906,erasure,2,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_telugu_high_school_world_history,0.5000000000,0.3535533906,erasure,2,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_telugu_human_aging,0.0000000000,0.0000000000,erasure,1,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_telugu_human_sexuality,0.5000000000,0.3535533906,erasure,2,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_telugu_international_law,0.0000000000,0.0000000000,erasure,3,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_telugu_jurisprudence,0.0000000000,0.0000000000,erasure,2,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_telugu_marketing,0.0000000000,0.0000000000,erasure,1,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_telugu_medical_genetics,1.0000000000,0.0000000000,erasure,1,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_telugu_miscellaneous,0.3333333333,0.2721655270,erasure,3,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_telugu_moral_disputes,0.0000000000,0.0000000000,erasure,1,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_telugu_moral_scenarios,0.2857142857,0.1707469442,erasure,7,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_telugu_nutrition,0.7500000000,0.2165063509,erasure,4,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_telugu_philosophy,0.3333333333,0.2721655270,erasure,3,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_telugu_prehistory,0.2000000000,0.1788854382,erasure,5,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_telugu_professional_accounting,0.0000000000,0.0000000000,erasure,2,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_telugu_professional_law,0.5000000000,0.1767766953,erasure,8,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_telugu_professional_medicine,0.4000000000,0.2190890230,erasure,5,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_telugu_professional_psychology,0.3333333333,0.2721655270,erasure,3,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_telugu_public_relations,0.0000000000,0.0000000000,erasure,1,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_telugu_security_studies,1.0000000000,0.0000000000,erasure,1,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_telugu_sociology,0.0000000000,0.0000000000,erasure,1,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_telugu_us_foreign_policy,1.0000000000,0.0000000000,erasure,1,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_telugu_virology,1.0000000000,0.0000000000,erasure,1,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_telugu_world_religions,1.0000000000,0.0000000000,erasure,1,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_turkish_abstract_algebra,0.0000000000,0.0000000000,erasure,1,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_turkish_anatomy,0.6666666667,0.2721655270,erasure,3,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_turkish_business_ethics,0.5000000000,0.3535533906,erasure,2,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_turkish_clinical_knowledge,0.0000000000,0.0000000000,erasure,1,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_turkish_college_biology,0.0000000000,0.0000000000,erasure,2,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_turkish_college_computer_science,0.5000000000,0.3535533906,erasure,2,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_turkish_college_mathematics,1.0000000000,0.0000000000,erasure,1,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_turkish_college_medicine,1.0000000000,0.0000000000,erasure,1,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_turkish_computer_security,1.0000000000,0.0000000000,erasure,1,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_turkish_conceptual_physics,0.0000000000,0.0000000000,erasure,2,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_turkish_electrical_engineering,0.0000000000,0.0000000000,erasure,1,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_turkish_elementary_mathematics,0.0000000000,0.0000000000,erasure,3,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_turkish_formal_logic,0.0000000000,0.0000000000,erasure,2,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_turkish_high_school_biology,0.0000000000,0.0000000000,erasure,1,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_turkish_high_school_chemistry,0.6666666667,0.2721655270,erasure,3,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_turkish_high_school_european_history,1.0000000000,0.0000000000,erasure,1,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_turkish_high_school_geography,1.0000000000,0.0000000000,erasure,2,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_turkish_high_school_government_and_politics,0.0000000000,0.0000000000,erasure,2,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_turkish_high_school_macroeconomics,1.0000000000,0.0000000000,erasure,1,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_turkish_high_school_mathematics,1.0000000000,0.0000000000,erasure,1,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_turkish_high_school_physics,0.2500000000,0.2165063509,erasure,4,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_turkish_high_school_psychology,0.5000000000,0.3535533906,erasure,2,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_translated_turkish_high_school_statistics,0.0000000000,0.0000000000,erasure,2,0-shot
